City,Lat,Lng,Weather Description,Max Temp,Humidity,Wind Speed,Cloudiness,Country
Eggenfelden,48.4054,12.7626,scattered clouds,57.758,93,2.72,28,DE
Sao Filipe,14.8961,-24.4956,overcast clouds,74.55200000000008,78,6.63,100,CV
Huai Thalaeng,14.997,102.6475,overcast clouds,83.10200000000007,67,2.89,100,TH
Chardara,41.2547,67.9692,clear sky,80.06000000000009,26,3.62,0,KZ
Boa Vista,2.8197,-60.6733,scattered clouds,78.78200000000001,83,3.09,40,BR
Mafinga,-7.25,35.0667,clear sky,61.32200000000004,74,0.73,0,TZ
Havelock,34.8791,-76.9013,overcast clouds,84.18200000000002,81,2.52,89,US
Omsukchan,62.5333,155.8,overcast clouds,57.32600000000009,39,2.75,100,RU
Sobolevo,54.4299,31.8996,overcast clouds,51.17000000000006,81,6.65,100,RU
Moron,-34.6534,-58.6198,overcast clouds,54.96800000000009,94,2.05,100,AR
Belyy Yar,53.6039,91.3903,clear sky,70.86200000000005,73,3.0,0,RU
Paysandu,-32.3214,-58.0756,few clouds,50.61200000000006,92,3.98,11,UY
Bud,39.447,-86.1758,clear sky,89.61800000000008,77,3.0,0,US
Farcasesti,44.8667,23.2,overcast clouds,60.58399999999999,68,0.93,91,RO
Nortelandia,-14.4547,-56.8028,clear sky,66.07400000000001,54,0.41,5,BR
Rondonopolis,-16.4708,-54.6356,overcast clouds,71.24000000000002,38,0.71,99,BR
Banjar,-8.19,114.9675,scattered clouds,82.058,78,0.99,42,ID
Kargasok,59.0556,80.8572,few clouds,62.168000000000085,89,3.36,24,RU
Kyabe,9.4515,18.9449,overcast clouds,77.342,72,0.76,98,TD
Yuancheng,36.652,107.7896,clear sky,77.43200000000002,16,0.31,0,CN
San Vicente,-26.6167,-54.1333,clear sky,46.92200000000004,96,1.34,0,AR
Agua Verde,22.9,-106.05,clear sky,84.29000000000002,65,5.55,2,MX
Khorixas,-20.3667,14.9667,clear sky,48.65,72,1.43,0,NA
Svetlyy,54.675,20.1347,clear sky,55.958000000000006,91,5.63,10,RU
Russell,32.3502,-85.1999,clear sky,76.11800000000008,88,1.54,0,US
Savonlinna,61.8699,28.88,light rain,60.854000000000056,72,3.6,0,FI
Acapulco,16.8634,-99.8901,overcast clouds,82.22000000000006,78,3.6,100,MX
Doka,13.5167,35.7667,clear sky,72.95,73,5.37,8,SD
Mangaluru,12.8667,74.8833,broken clouds,76.06400000000004,94,1.54,75,IN
Mampong,7.0627,-1.4001,light rain,70.34000000000002,97,1.81,100,GH
Kawalu,-7.3817,108.2082,overcast clouds,76.47800000000007,87,0.66,91,ID
Asosa,10.0667,34.5333,moderate rain,60.854000000000056,94,0.49,100,ET
